City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,landen,50.7538,5.08,16.66,83,53,1.01,BE,1695073862
368,guichon,-32.35,-57.2,13.24,83,100,14.63,UY,1695073863
369,rozdilna,46.8433,30.0792,14.23,62,0,3.42,UA,1695073863
370,kiama,-34.6833,150.8667,25.25,50,1,1.99,AU,1695073863
371,wulingyuan,29.3494,110.5441,23.72,92,95,2.48,CN,1695073863
372,devonport,-41.1667,146.35,11.72,95,99,0.81,AU,1695073863
373,belyy yar,53.6039,91.3903,6.94,93,66,0.0,RU,1695073863
374,mount pearl,47.5166,-52.7813,13.03,87,40,14.97,CA,1695073863
375,lamar,33.6668,-95.5836,36.66,25,0,4.61,US,1695073863
376,kudymkar,59.0173,54.656,9.91,78,76,11.21,RU,1695073840
377,la passe,45.5549,-0.8967,19.43,79,72,10.83,FR,1695073863
378,camalu,30.85,-116.0667,28.7,65,2,18.61,MX,1695073864
379,bairnsdale,-37.8333,147.6167,22.11,37,98,6.29,AU,1695073864
380,sao caetano de odivelas,-0.75,-48.02,26.25,77,9,8.23,BR,1695073864
381,stokesdale,36.2371,-79.9795,25.92,58,40,10.36,US,1695073864
382,norilsk,69.3535,88.2027,2.46,99,100,6.69,RU,1695073864
383,flagstaff,35.1981,-111.6513,26.4,26,40,13.8,US,1695073864
384,kerikeri,-35.2268,173.9474,16.06,86,13,1.01,NZ,1695073864
385,benito juarez,19.385,-99.165,21.02,52,100,11.5,MX,1695073864
386,pauls valley,34.7401,-97.2223,32.75,19,0,11.16,US,1695073864
387,magadan,59.5667,150.8,6.68,59,100,7.4,RU,1695073576
388,cova figueira,14.8905,-24.2934,23.12,78,24,10.02,CV,1695073865
389,saint-philippe,-21.3585,55.7679,21.77,82,37,10.92,RE,1695073865
390,eirunepe,-6.6603,-69.8736,27.28,69,70,4.0,BR,1695073865
391,bandar-e genaveh,29.5791,50.517,31.15,51,0,1.52,IR,1695073865
392,remire-montjoly,4.9167,-52.2667,30.02,70,0,8.05,GF,1695073865
393,puerto lempira,15.2667,-83.7667,32.08,66,40,9.22,HN,1695073865
394,kosciusko,33.0576,-89.5876,27.79,25,23,5.64,US,1695073865
395,chui,-33.6971,-53.4616,12.63,91,100,12.97,UY,1695073865
396,lospalos,-8.5186,127.0025,19.12,86,25,2.04,TL,1695073865
397,severo-yeniseyskiy,60.3725,93.0408,7.82,98,42,5.39,RU,1695073865
398,waynesboro,38.0685,-78.8895,23.94,44,0,5.75,US,1695073866
399,santa cruz,-17.8,-63.1667,31.03,55,40,17.27,BO,1695073860
400,twon-brass,4.3151,6.2418,26.16,85,70,6.8,NG,1695073866
401,olinda,-8.0089,-34.8553,25.85,83,75,12.66,BR,1695073866
402,bilmak,47.3624,36.6511,16.19,49,1,3.31,UA,1695073866
403,shinkafi,13.0753,6.5105,24.52,70,31,7.11,NG,1695073866
404,timmins,48.4669,-81.3331,11.9,54,40,10.36,CA,1695073866
405,sabang,5.8933,95.3214,27.14,78,96,4.23,ID,1695073866
406,happy valley-goose bay,53.3168,-60.3315,9.17,76,100,4.61,CA,1695073866
407,tindouf,27.6711,-8.1474,34.25,24,40,4.61,DZ,1695073867
408,yulinshi,38.2906,109.7494,17.57,37,100,12.44,CN,1695073867
409,zaozersk,69.4005,32.4476,4.06,94,100,3.13,RU,1695073867
410,tulagi,-9.0996,160.1476,27.74,79,72,20.11,SB,1695073867
411,mossel bay,-34.1831,22.146,13.96,80,61,4.43,ZA,1695073867
412,santa marta,11.2408,-74.199,31.03,72,75,5.75,CO,1695073867
413,hastings,50.8552,0.5729,16.55,28,75,20.22,GB,1695073860
414,sao tome,0.3365,6.7273,26.02,89,40,3.44,ST,1695073867
415,mbandaka,0.0487,18.2603,21.38,93,74,3.47,CD,1695073868
416,taft,31.7471,54.2088,23.97,17,0,4.61,IR,1695073868
417,cataguases,-21.3892,-42.6967,26.61,46,3,1.7,BR,1695073868
418,guiuan,11.0333,125.7247,28.64,74,98,5.5,PH,1695073868
419,krasnogorskoye,52.2953,86.1979,12.27,93,89,2.98,RU,1695073868
420,nogliki,51.8333,143.1667,13.95,87,99,12.88,RU,1695073868
421,loudeac,48.1783,-2.7543,13.77,86,100,6.78,FR,1695073868
422,aykhal,66.0,111.5,-5.18,89,73,11.45,RU,1695073868
423,haiku-pauwela,20.9219,-156.3051,30.01,49,40,20.71,US,1695073868
424,kiomboi,-4.2667,34.3667,22.05,48,82,3.74,TZ,1695073868
425,hood river,45.7054,-121.5215,24.82,46,0,11.01,US,1695073869
426,isangel,-19.55,169.2667,23.06,88,56,1.14,VU,1695073869
427,baoro,5.6667,15.9667,20.23,95,100,1.7,CF,1695073869
428,iquitos,-3.7481,-73.2472,26.02,73,40,4.61,PE,1695073869
429,cill airne,52.05,-9.5167,12.97,87,100,8.9,IE,1695073869
430,taraz,42.9,71.3667,13.23,58,88,11.18,KZ,1695073589
431,kyren,51.6828,102.1408,7.02,85,89,2.3,RU,1695073869
432,general acha,-37.377,-64.6043,13.74,26,63,8.16,AR,1695073869
433,cadale,2.7603,46.3222,25.47,84,100,12.91,SO,1695073869
434,vilyuysk,63.7553,121.6247,-3.27,96,26,4.56,RU,1695073870
435,vuktyl,63.8567,57.3094,8.89,91,100,11.05,RU,1695073870
436,urcos,-13.6861,-71.6228,17.94,66,91,4.79,PE,1695073870
437,muroto-misakicho,33.2833,134.15,26.53,80,9,6.71,JP,1695073870
438,zaqatala,41.6336,46.6433,13.26,100,100,6.91,AZ,1695073870
439,susanville,40.4163,-120.653,28.14,30,0,5.75,US,1695073870
440,atasu,48.6814,71.6433,13.38,55,35,4.76,KZ,1695073870
441,mumford,5.2618,-0.759,23.98,93,31,8.3,GH,1695073870
442,codrington,-38.2667,141.9667,13.0,74,53,12.8,AU,1695073870
443,santiago de cao,-7.9589,-79.2392,21.07,78,55,11.5,PE,1695073871
444,san rafael,-34.6177,-68.3301,14.18,22,76,8.19,AR,1695073846
445,veraval,20.9,70.3667,26.7,90,100,11.43,IN,1695073871
446,tateyama,34.9833,139.8667,27.83,81,9,13.27,JP,1695073871
447,batesburg-leesville,33.9101,-81.5373,26.8,56,0,5.5,US,1695073871
448,namdrik,5.5994,168.1028,27.27,79,89,9.24,MH,1695073871
449,jiangyou,31.7667,104.7167,22.43,93,100,2.21,CN,1695073871
450,kruisfontein,-34.0033,24.7314,11.05,89,0,6.11,ZA,1695073871
451,grand gaube,-20.0064,57.6608,22.99,73,1,1.99,MU,1695073871
452,newala kisimani,-10.95,39.2833,17.62,93,7,7.63,TZ,1695073872
453,usol'ye-sibirskoye,52.7519,103.6453,9.25,79,94,2.51,RU,1695073872
454,zintan,31.9223,12.252,25.27,38,4,9.08,LY,1695073872
455,ringkobing,56.0901,8.244,16.68,93,29,13.04,DK,1695073872
456,nieuw amsterdam,5.8833,-55.0833,31.01,66,20,6.91,SR,1695073872
457,magong,23.5654,119.5863,27.39,83,4,7.67,TW,1695073872
458,xai-xai,-25.0519,33.6442,18.15,78,0,9.91,MZ,1695073872
459,lenino,45.2986,35.7771,19.06,68,0,9.64,UA,1695073872
460,borogontsy,62.6683,131.1683,-1.34,87,97,8.01,RU,1695073872
461,macclenny,30.2822,-82.1221,31.1,42,49,1.01,US,1695073872
462,carutapera,-1.195,-46.02,26.26,83,22,7.96,BR,1695073873
463,slave lake,55.2834,-114.769,15.99,44,75,23.02,CA,1695073873
464,twentynine palms,34.1356,-116.0542,34.52,22,0,1.99,US,1695073873
465,mugia,43.1041,-9.2179,16.2,73,100,0.27,ES,1695073873
466,orchard homes,46.8633,-114.0484,26.01,31,0,5.75,US,1695073873
467,gadani,25.1185,66.7299,29.12,88,49,6.93,PK,1695073873
468,yalta,44.5,34.1667,18.93,61,0,11.7,UA,1695073645
469,izluchinsk,60.9794,76.9242,7.78,81,72,6.98,RU,1695073873
470,kristiansund,63.1115,7.732,17.03,59,0,8.05,NO,1695073873
471,ginir,7.1333,40.7,18.24,62,98,5.97,ET,1695073873
472,susuman,62.7833,148.1667,4.04,57,100,6.85,RU,1695073874
473,stephenville,32.2207,-98.2023,33.76,27,0,4.0,US,1695073874
474,strezhevoy,60.7333,77.5889,7.76,74,76,5.01,RU,1695073874
475,massawa,15.6097,39.45,32.21,65,77,4.05,ER,1695073874
476,hohhot,40.8106,111.6522,6.16,81,0,2.24,CN,1695073874
477,sakhnovshchyna,49.1517,35.872,15.93,51,4,3.69,UA,1695073874
478,mata-utu,-13.2816,-176.1745,27.06,82,42,25.86,WF,1695073874
479,akureyri,65.6835,-18.0878,9.96,76,100,5.75,IS,1695073874
480,posse,-14.0931,-46.3694,28.07,25,6,7.0,BR,1695073874
481,san antonio de pale,-1.4014,5.6325,24.26,85,40,8.16,GQ,1695073874
482,santyoku,37.4406,129.1708,21.42,84,22,8.19,KR,1695073875
483,kurchatov,51.6601,35.6521,11.23,69,9,5.35,RU,1695073875
484,aldinga beach,-35.2793,138.4604,15.66,87,32,8.25,AU,1695073875
485,dhromolaxia,34.8755,33.5868,24.85,68,0,2.3,CY,1695073875
486,kenora,49.8167,-94.4337,22.54,46,40,13.8,CA,1695073875
487,al ghayzah,16.2079,52.176,27.03,88,72,2.66,YE,1695073875
488,mbekenyera,-10.0,38.9833,20.45,89,0,3.78,TZ,1695073875
489,sisimiut,66.9395,-53.6735,2.83,64,48,4.61,GL,1695073875
490,qiancheng,27.185,109.7654,23.8,94,98,2.75,CN,1695073875
491,midvagur,62.0511,-7.1939,9.46,100,100,8.05,FO,1695073875
492,port townsend,48.117,-122.7605,19.98,64,0,11.5,US,1695073876
493,villa mercedes,-33.6757,-65.4578,15.86,21,65,16.78,AR,1695073876
494,beau vallon,-20.4189,57.6953,22.9,88,40,5.75,MU,1695073876
495,dalcahue,-42.3628,-73.7022,6.78,75,100,4.61,CL,1695073876
496,jiexiu,37.0244,111.9125,20.73,62,100,4.61,CN,1695073876
497,papao,-17.75,-149.55,26.82,91,95,14.92,PF,1695073876
498,putian,25.4394,119.0103,24.2,90,9,3.29,CN,1695073876
499,bengkulu,-3.8004,102.2655,22.93,93,78,7.23,ID,1695073653
500,novyy turtkul',41.55,61.0167,19.95,25,85,6.08,UZ,1695073876
501,kimbe,-5.5502,150.1429,26.95,69,98,5.68,PG,1695073877
502,port isabel,26.0734,-97.2086,35.02,64,0,14.97,US,1695073877
503,kangaba,11.9333,-8.4167,23.91,86,97,4.05,ML,1695073588
504,fort-shevchenko,44.5086,50.263,19.74,65,37,15.77,KZ,1695073877
505,greenville,35.6127,-77.3663,26.09,62,5,1.01,US,1695073877
506,pont rouge,48.8833,-72.0825,15.16,89,100,1.36,CA,1695073877
507,kununurra,-15.7667,128.7333,17.99,94,27,2.3,AU,1695073877
508,ellsworth,44.5434,-68.4195,15.5,95,100,1.01,US,1695073877
509,bizhbulyak,53.6967,54.2642,12.63,64,89,4.36,RU,1695073877
510,nagqu,31.5,92.0,2.94,95,100,3.53,CN,1695073877
511,greymouth,-42.4667,171.2,12.26,85,63,0.83,NZ,1695073878
512,sambava,-14.2667,50.1667,20.63,87,3,8.66,MG,1695073878
513,galesong,-5.3166,119.3661,23.01,72,4,4.97,ID,1695073878
514,tabas,33.5959,56.9244,30.12,13,0,4.61,IR,1695073841
515,island harbour,50.724,-1.2758,16.63,77,91,7.0,GB,1695073878
516,quellon,-43.1167,-73.6167,5.82,74,86,4.99,CL,1695073878
517,playa del ingles,27.7567,-15.5787,23.86,67,1,13.8,ES,1695073838
518,sos'va,59.1766,61.8558,11.04,91,91,6.13,RU,1695073878
519,kormilovka,55.0026,74.1028,11.16,75,28,3.67,RU,1695073796
520,bac lieu,9.285,105.7244,25.82,87,99,6.02,VN,1695073878
521,mathba,22.2855,89.9629,26.24,90,100,5.53,BD,1695073879
522,north shore,-36.8,174.75,18.45,68,5,4.0,NZ,1695073879
523,martinsville,36.6915,-79.8725,25.23,52,0,8.05,US,1695073618
524,bobrovskiy,56.6732,60.9807,11.09,87,0,4.47,RU,1695073879
525,twin falls,42.3505,-114.6445,26.19,22,0,10.36,US,1695073879
526,huarmey,-10.0681,-78.1522,20.86,81,22,10.36,PE,1695073879
527,pontianak,-0.0333,109.3333,24.99,100,100,3.44,ID,1695073627
528,ujae,8.9322,165.7642,26.88,81,100,8.97,MH,1695073879
529,tromso,69.6496,18.957,6.01,87,75,5.75,NO,1695073879
530,alesund,62.4723,6.1549,18.51,59,100,11.5,NO,1695073613
531,sao desiderio,-12.3633,-44.9733,27.93,23,35,5.19,BR,1695073880
532,saint-pierre,-21.3393,55.4781,21.82,73,100,2.3,RE,1695073880
533,zouerate,22.7187,-12.4521,31.97,36,75,17.58,MR,1695073880
534,huanggang,23.677,116.9996,25.94,85,23,1.99,CN,1695073880
535,zhezqazghan,47.7833,67.7667,16.34,41,90,7.2,KZ,1695073880
536,labytnangi,66.6572,66.4183,5.12,94,100,7.49,RU,1695073880
537,inarajan village,13.2736,144.7484,28.55,93,90,13.53,GU,1695073880
538,margarita belen,-27.2616,-58.9722,18.01,80,99,11.01,AR,1695073880
539,alice springs,-23.7,133.8833,18.75,22,58,10.36,AU,1695073880
540,loen,7.7601,168.2307,25.05,90,100,6.2,MH,1695073881
541,santo antonio,-6.3106,-35.4789,24.47,77,58,13.06,BR,1695073881
542,murghob,38.1702,73.9667,7.19,34,0,0.54,TJ,1695073881
543,khark,29.2614,50.3306,32.63,63,0,1.14,IR,1695073881
544,aur,8.1499,171.1687,28.04,78,99,9.93,MH,1695073881
545,sao vicente,-23.9631,-46.3919,31.1,47,40,6.91,BR,1695073688
546,boda,4.3189,17.4695,21.44,90,100,1.83,CF,1695073881
547,lorengau,-2.0226,147.2712,27.93,76,100,13.56,PG,1695073881
548,selfoss,63.9331,-20.9971,8.91,83,54,9.55,IS,1695073881
549,kalevala,65.2,31.1667,4.52,84,72,6.51,RU,1695073881
550,naxos,37.1056,25.3764,24.06,75,0,18.99,GR,1695073882
551,byalynichy,53.9983,29.7126,14.84,60,9,8.16,BY,1695073882
552,mahalapye,-23.1041,26.8142,16.95,71,0,13.44,BW,1695073852
553,mildura,-34.2,142.15,19.48,51,25,10.49,AU,1695073882
554,yelizovo,53.1873,158.3805,5.08,75,0,6.71,RU,1695073882
555,gaoping,30.7758,106.1029,23.06,96,100,3.51,CN,1695073882
556,port pirie,-33.1833,138.0167,15.16,76,56,4.38,AU,1695073882
557,katsuren-haebaru,26.3369,127.8719,28.43,89,20,6.91,JP,1695073882
558,laguna,38.421,-121.4238,29.62,50,0,4.61,US,1695073882
559,shimoda,34.6667,138.95,27.84,80,24,8.97,JP,1695073883
560,outjo,-20.1167,16.15,18.27,28,2,10.16,NA,1695073883
561,mamfe,5.754,9.3123,22.38,96,59,1.83,CM,1695073883
562,emerald,-23.5333,148.1667,17.41,77,0,11.05,AU,1695073883
563,bardai,11.65,7.2333,22.59,85,58,4.92,NG,1695073883
564,rongelap,11.1635,166.8941,28.24,76,94,13.2,MH,1695073883
565,susaki,33.3667,133.2833,23.04,91,6,2.46,JP,1695073883
566,nanning,22.8167,108.3167,25.25,97,40,4.99,CN,1695073584
567,soller,39.7662,2.7152,24.36,75,100,1.97,ES,1695073884
568,salinopolis,-0.6136,-47.3561,26.85,80,15,14.16,BR,1695073884
569,gunupur,19.0833,83.8167,24.95,92,92,3.51,IN,1695073884
570,kibaya,-5.3,36.5667,15.33,83,14,5.35,TZ,1695073884
571,sirte,31.2089,16.5887,25.26,70,0,9.78,LY,1695073884
572,brookings,44.3114,-96.7984,28.19,44,0,6.91,US,1695073884
573,shingu,33.7333,135.9833,24.69,90,65,3.83,JP,1695073884
574,nabire,-3.3667,135.4833,24.25,93,100,3.62,ID,1695073884
575,axim,4.8699,-2.2405,24.12,94,37,5.7,GH,1695073884
576,bahia de kino,28.8333,-111.9333,37.73,57,0,11.3,MX,1695073885
577,inza,53.8533,46.3586,11.99,83,38,3.8,RU,1695073885
578,broome,42.2506,-75.833,19.21,81,100,8.05,US,1695073885
579,usogorsk,63.4106,48.6872,6.89,80,100,14.58,RU,1695073885
580,amasra,41.7463,32.3863,17.28,68,11,11.16,TR,1695073885
581,campbellsville,37.3434,-85.3419,25.06,51,1,1.99,US,1695073885
582,acopiara,-6.0953,-39.4525,29.38,32,18,3.09,BR,1695073885
